"asv" "cluster" "file_name"
"16" "07b26ad48aff9cc3cc1f8efac00c7aec" "Nepticulidae_cluster8" "8E8XF8GY016-Alignment-Descriptions(16).csv"
"17" "b7e0d7cd4618864d56ee61fcad36ea66" "Noctuidae_cluster84" "8E8XF8GY016-Alignment-Descriptions(17).csv"
"18" "03fbf62c997e630c17ba7a91da538f5b" "Coleophoridae_cluster23" "8E8XF8GY016-Alignment-Descriptions(18).csv"
"19" "0bb14f1d566d8197e13bfe0c1bd2395c" "Gelechiidae_cluster63" "8E8XF8GY016-Alignment-Descriptions(19).csv"
"20" "76fd168b7db58d20d757e3bfe2bd0a62" "Tortricidae_cluster148" "8E8XF8GY016-Alignment-Descriptions(20).csv"
"21" "c1cb73ae31cc9b47a1cd1165cfeaabe5" "Adelidae_cluster11" "8E8XF8GY016-Alignment-Descriptions(21).csv"
"22" "341be718322118903a7122ea1c6c503d" "Noctuidae_cluster95" "8E8XF8GY016-Alignment-Descriptions(22).csv"
"23" "35b27bdf584286b8dc01ca454de181f2" "Nepticulidae_cluster13" "8E8XF8GY016-Alignment-Descriptions(23).csv"
"24" "2418309eb05b1685f23488f22d2890ce" "Crambidae_cluster33" "8E8XF8GY016-Alignment-Descriptions(24).csv"
"25" "2af0158cf1482b220c9a38bb0820021e" "Coleophoridae_cluster31" "8E8XF8GY016-Alignment-Descriptions(25).csv"
"26" "b3578d44cacf1f3dd85a3f8851801b04" "Tortricidae_cluster179" "8E8XF8GY016-Alignment-Descriptions(26).csv"
"27" "069f486f13b7065c1aaa73f2b3d1ecfe" "Coleophoridae_cluster38" "8E8XF8GY016-Alignment-Descriptions(27).csv"
"28" "0b7f47b795324b582c86aef2c425d8c5" "Nepticulidae_cluster20" "8E8XF8GY016-Alignment-Descriptions(28).csv"
"29" "4d655537a2be3249d506dd6d271c7631" "Noctuidae_cluster127" "8E8XF8GY016-Alignment-Descriptions(29).csv"
"30" "6ff04c5009f4c93ee25e8c11a4d40c83" "Gracillariidae_cluster47" "8E8XF8GY016-Alignment-Descriptions(30).csv"
"31" "1d057cffa9b354316d990ee3c0c97656" "Nepticulidae_cluster25" "8E8XF8GY016-Alignment-Descriptions(31).csv"
"32" "092b0ba25b2d88c3f8a9c18b1e03306a" "Coleophoridae_cluster45" "8E8XF8GY016-Alignment-Descriptions(32).csv"
"33" "082e6f88998625c6cc7dc1fd409f4c4c" "Nepticulidae_cluster29" "8E8XF8GY016-Alignment-Descriptions(33).csv"
"34" "aa612f9d64cd91e310ae1f903ed7514d" "Bucculatricidae_cluster9" "8E8XF8GY016-Alignment-Descriptions(34).csv"
"35" "b1f79adfeb3b1cb04301d4a4e7612cd7" "Coleophoridae_cluster47" "8E8XF8GY016-Alignment-Descriptions(35).csv"
"36" "bb2d5d919e413460d13631e350b8c67a" "Praydidae_cluster1" "8E8XF8GY016-Alignment-Descriptions(36).csv"
"37" "6e2f39ec3900e906b808874db7658d06" "Tortricidae_cluster210" "8E8XF8GY016-Alignment-Descriptions(37).csv"
"38" "0148246ad0b19b1c9050763fdaf41a14" "Tortricidae_cluster214" "8E8XF8GY016-Alignment-Descriptions(38).csv"
"39" "ed21282dcf4ec4ad173e323506830c19" "Geometridae_cluster164" "8E8XF8GY016-Alignment-Descriptions(39).csv"
"40" "6df2a2d2e9268022d8d70153109f6422" "Tortricidae_cluster218" "8E8XF8GY016-Alignment-Descriptions(40).csv"
"41" "b2b6abffaa407826d10763d8bfd506dc" "Tortricidae_cluster219" "8E8XF8GY016-Alignment-Descriptions(41).csv"
"42" "e153cd1d387759476498e1647bbe3196" "Tortricidae_cluster234" "8E8XF8GY016-Alignment-Descriptions(42).csv"
"43" "8984db39f92d7df527f732b474bc392d" "Elachistidae_cluster59" "8E8XF8GY016-Alignment-Descriptions(43).csv"
"44" "ff1d5938027b9b616b41d637e4f1d3ef" "Tortricidae_cluster243" "8E8XF8GY016-Alignment-Descriptions(44).csv"
"45" "5428072fc6bfd6bfb8a20decc5893b47" "Noctuidae_cluster168" "8E8XF8GY016-Alignment-Descriptions(45).csv"
"46" "8898ffc78cd2d03bb158480a995c063c" "Tortricidae_cluster248" "8E8XF8GY016-Alignment-Descriptions(46).csv"
"47" "fd614b8d79c833c8a8f5a71ecfb51f32" "Noctuidae_cluster169" "8E8XF8GY016-Alignment-Descriptions(47).csv"
"48" "65c8efae53eed3c619691e1a537d515f" "Tortricidae_cluster249" "8E8XF8GY016-Alignment-Descriptions(48).csv"
"49" "5941a81977e946c788acef18d9b20584" "Nymphalidae_cluster25" "8E8XF8GY016-Alignment-Descriptions(49).csv"
"50" "d1c91508315ca849c706b0c24ee7b032" "Nymphalidae_cluster27" "8E8XF8GY016-Alignment-Descriptions(50).csv"
"51" "20bf06e9d325c415203ea3c7b4c9ee80" "Noctuidae_cluster171" "8E8XF8GY016-Alignment-Descriptions(51).csv"
"52" "339e0e7de32e770d4c35407cd33fc237" "Ypsolophidae_cluster13" "8E8XF8GY016-Alignment-Descriptions(52).csv"
"53" "964d443f5b4b5477c77ecdf571c2589a" "Nymphalidae_cluster28" "8E8XF8GY016-Alignment-Descriptions(53).csv"
"54" "54ec69900400c50e0dbe37b3a9af0d47" "Nepticulidae_cluster58" "8E8XF8GY016-Alignment-Descriptions(54).csv"
"55" "f2fddb9b9284d56252e818dae3ab1b64" "Tortricidae_cluster262" "8E8XF8GY016-Alignment-Descriptions(55).csv"
"56" "fc500844bc095948588ab00caf240c2d" "Nymphalidae_cluster29" "8E8XF8GY016-Alignment-Descriptions(56).csv"
"57" "b2f7d135bc48c4669fd3a69e66e5f572" "Geometridae_cluster187" "8E8XF8GY016-Alignment-Descriptions(57).csv"
"58" "6fb5216e3bd48535bb0cbb8f6ffda05f" "Nepticulidae_cluster64" "8E8XF8GY016-Alignment-Descriptions(58).csv"
"59" "8264ec91a122a82e072fa9b2a215dbcc" "Lycaenidae_cluster11" "8E8XF8GY016-Alignment-Descriptions(59).csv"
"60" "6c2ca9d0386fdbeaa3700fe690b4787c" "Geometridae_cluster189" "8E8XF8GY016-Alignment-Descriptions(60).csv"
"61" "0bd61e23174edb6e3396625f3a87a620" "Crambidae_cluster54" "8E8XF8GY016-Alignment-Descriptions(61).csv"
"62" "881541954d4382bf7be6e989636762a6" "Noctuidae_cluster174" "8E8XF8GY016-Alignment-Descriptions(62).csv"
"63" "19b0eb304129f70c3ae1fb9d37654aa5" "Erebidae_cluster48" "8E8XF8GY016-Alignment-Descriptions(63).csv"
"64" "1e240723b92bf612969e359fe7580bfe" "Gelechiidae_cluster122" "8E8XF8GY016-Alignment-Descriptions(64).csv"
"65" "3699634e163357b33853d68dea062fb4" "Coleophoridae_cluster62" "8E8XF8GY016-Alignment-Descriptions(65).csv"
"66" "990b9eeef029ac96257b887fbf76e4f4" "Tortricidae_cluster271" "8E8XF8GY016-Alignment-Descriptions(66).csv"
"67" "1be2f678cdbf4448332421f8bbd937de" "Cosmopterigidae_cluster8" "8E8XF8GY016-Alignment-Descriptions(67).csv"
"68" "6486992371c07fa6aee032d6cce95eed" "Pterophoridae_cluster23" "8E8XF8GY016-Alignment-Descriptions(68).csv"
"69" "984a8f05107ea8e75aacac15be7917bf" "Noctuidae_cluster181" "8E8XF8GY016-Alignment-Descriptions(69).csv"
"70" "3955b0e27321c18261e330866fd55047" "Crambidae_cluster56" "8E8XF8GY016-Alignment-Descriptions(70).csv"
"71" "8a6796b3ebce20123726e8d4afd3b59e" "Tortricidae_cluster284" "8E8XF8GY016-Alignment-Descriptions(71).csv"
"72" "ebb4328b7477830240384349d989aa1c" "Geometridae_cluster200" "8E8XF8GY016-Alignment-Descriptions(72).csv"
"73" "2825edd244701526544b3b72e563f099" "Noctuidae_cluster186" "8E8XF8GY016-Alignment-Descriptions(73).csv"
"74" "d336d8060e8db7c725e93f14bb3a884f" "Noctuidae_cluster188" "8E8XF8GY016-Alignment-Descriptions(74).csv"
"75" "719dbcd562bdb1be6cc1e59164911dc6" "Plutellidae_cluster9" "8E8XF8GY016-Alignment-Descriptions(75).csv"
"76" "874d6d989a6e7091c170d9363b583df8" "Tortricidae_cluster290" "8E8XF8GY016-Alignment-Descriptions(76).csv"
"77" "22bdf069281f1047049205a3a8713ed2" "Geometridae_cluster202" "8E8XF8GY016-Alignment-Descriptions(77).csv"
"78" "f360563669890e0d7df6b1913ce79475" "Nepticulidae_cluster75" "8E8XF8GY016-Alignment-Descriptions(78).csv"
"79" "294d9a37fb2263f641a6970ea2ac3ff1" "Elachistidae_cluster74" "8E8XF8GY016-Alignment-Descriptions(79).csv"
"80" "06a66375305ff24d58f560babfa6f2b3" "Gracillariidae_cluster84" "8E8XF8GY016-Alignment-Descriptions(80).csv"
"81" "d63e402645fcd27fef800f46f4a86859" "Noctuidae_cluster190" "8E8XF8GY016-Alignment-Descriptions(81).csv"
"82" "36bfeab9b7ac24221990a39588ae2ac0" "Gelechiidae_cluster131" "8E8XF8GY016-Alignment-Descriptions(82).csv"
"83" "3f4111505d482f123332998ee5f567ff" "Gracillariidae_cluster89" "8E8XF8GY016-Alignment-Descriptions(83).csv"
"84" "8f14eb384ec20720531d55dd0217f5b6" "Lepidoptera_X_cluster1" "8GJEE4XV016-Alignment-Descriptions(1).csv"
"85" "7adff7a5fa5ccb8379096197c85aed0d" "Lepidoptera_X_cluster2" "8GJEE4XV016-Alignment-Descriptions(2).csv"
"86" "651e03a23d0756e32c9671028c9c3d94" "Lepidoptera_X_cluster3" "8GJEE4XV016-Alignment-Descriptions(3).csv"
"87" "539a080234cc652b95e3b9d92131439f" "Lepidoptera_X_cluster4" "8GJEE4XV016-Alignment-Descriptions(4).csv"
"88" "a5ab0a576c65797aae68c08f8d28ec22" "Lepidoptera_X_cluster5" "8GJEE4XV016-Alignment-Descriptions(5).csv"
"89" "135a022a1fa120390828324e2dadc06f" "Lepidoptera_X_cluster6" "8GJEE4XV016-Alignment-Descriptions(6).csv"
"90" "18e9840931b0c5fc1a4e682fbf0e8448" "Lepidoptera_X_cluster7" "8GJEE4XV016-Alignment-Descriptions(7).csv"
"91" "077b77df750122bcccd17e734aba2d2e" "Lepidoptera_X_cluster8" "8GJEE4XV016-Alignment-Descriptions(8).csv"
"92" "377bed7c79c871a1df90c0ebfab07a6d" "Lepidoptera_X_cluster9" "8GJEE4XV016-Alignment-Descriptions(9).csv"
"93" "702203db6799476bec76d64593f24eea" "Lepidoptera_X_cluster10" "8GJEE4XV016-Alignment-Descriptions(10).csv"
"94" "b87e233ba2eed81ce3d0babea68b2aa1" "unclassified.Lepidoptera_cluster1" "8GMN8PEH013-Alignment-Descriptions(1).csv"
"95" "831086a348be0a8ef9cd3cdff58c912d" "unclassified.Lepidoptera_cluster2" "8GMN8PEH013-Alignment-Descriptions(2).csv"
"96" "71fff66f9a019914c58630df27b017b7" "unclassified.Lepidoptera_cluster3" "8GMN8PEH013-Alignment-Descriptions(3).csv"
"97" "e13b61131632b6f210fe12b2340269ef" "unclassified.Lepidoptera_cluster4" "8GMN8PEH013-Alignment-Descriptions(4).csv"
"98" "91d0edbef628ad6ebd4fd7a57fe2b04c" "unclassified.Lepidoptera_cluster5" "8GMN8PEH013-Alignment-Descriptions(5).csv"
"99" "1bb649d9d4d2ead24180f04fae0f7f61" "unclassified.Lepidoptera_cluster6" "8GMN8PEH013-Alignment-Descriptions(6).csv"
"100" "f25697ce130981f6f0ed52cd31abafcd" "unclassified.Lepidoptera_cluster7" "8GMN8PEH013-Alignment-Descriptions(7).csv"
"101" "5aab4a75506b3f5a0e0818f986e4b0cf" "unclassified.Lepidoptera_cluster8" "8GMN8PEH013-Alignment-Descriptions(8).csv"
"102" "5b6dfb66591a308a69611a144f412de1" "unclassified.Lepidoptera_cluster9" "8GMN8PEH013-Alignment-Descriptions(9).csv"
"103" "5815a8e576ef08f46ff938a9c078536e" "unclassified.Lepidoptera_cluster10" "8GMN8PEH013-Alignment-Descriptions(10).csv"
"104" "3d039f1ec3fe54b91fbd14f47a8a6d5c" "unclassified.Lepidoptera_cluster11" "8GNGZJNE013-Alignment-Descriptions(1).csv"
"105" "12aa30cf12edacc1673870a252dd484a" "unclassified.Lepidoptera_cluster12" "8GNGZJNE013-Alignment-Descriptions(2).csv"
"106" "885a7c3fc5c08d911cc2ed90003846b0" "unclassified.Lepidoptera_cluster13" "8GNGZJNE013-Alignment-Descriptions(3).csv"
"107" "3217c1e22a160b53a1f580bedef70e55" "unclassified.Lepidoptera_cluster14" "8GNGZJNE013-Alignment-Descriptions(4).csv"
"108" "5074d13fef53b04ae36f60f5bc3899c8" "unclassified.Lepidoptera_cluster15" "8GNGZJNE013-Alignment-Descriptions(5).csv"
"109" "7c76da067db07abcf448081c2faaef3a" "unclassified.Lepidoptera_cluster16" "8GNGZJNE013-Alignment-Descriptions(6).csv"
"110" "6da5854903e536a589d113b4467ad3bd" "unclassified.Lepidoptera_cluster17" "8GNGZJNE013-Alignment-Descriptions(7).csv"
"111" "6c665e79955edc3c9891ebf5a4e05c58" "unclassified.Lepidoptera_cluster18" "8GNGZJNE013-Alignment-Descriptions(8).csv"
"112" "4bca494acb55965394ff9150d51be539" "unclassified.Lepidoptera_cluster19" "8GNGZJNE013-Alignment-Descriptions(9).csv"
"113" "51821d27aabd38654d3cff7c12bffeb2" "unclassified.Lepidoptera_cluster20" "8GNGZJNE013-Alignment-Descriptions(10).csv"
"114" "c9c56d70b2688004a3b43b93a05646cd" "unclassified.Lepidoptera_cluster21" "8GNTKHYS013-Alignment-Descriptions(1).csv"
"115" "83ea3b2737b5538b44f3a24b4524a818" "unclassified.Lepidoptera_cluster22" "8GNTKHYS013-Alignment-Descriptions(2).csv"
"116" "ee442d1aaf8db1c730679de91865a137" "unclassified.Lepidoptera_cluster23" "8GNTKHYS013-Alignment-Descriptions(3).csv"
"117" "a5007a04990f80d1baf47f757d8260bd" "unclassified.Lepidoptera_cluster24" "8GNTKHYS013-Alignment-Descriptions(4).csv"
"118" "c0c069700c4f99789ce2dbfb78d497cc" "unclassified.Lepidoptera_cluster25" "8GNTKHYS013-Alignment-Descriptions(5).csv"
"119" "4cfa8372f9db5a6adc23e4b77555753b" "unclassified.Lepidoptera_cluster26" "8GNTKHYS013-Alignment-Descriptions(6).csv"
"120" "7a4df8a20b5f21030a7df993c9bad093" "unclassified.Lepidoptera_cluster27" "8GNTKHYS013-Alignment-Descriptions(7).csv"
"121" "b3f9718418b91f2774155a4abe553e01" "unclassified.Lepidoptera_cluster28" "8GNTKHYS013-Alignment-Descriptions(8).csv"
"122" "329390af12f23a037d407c6b07901ce2" "unclassified.Lepidoptera_cluster29" "8GNTKHYS013-Alignment-Descriptions(9).csv"
"123" "fe8197037196e0a55f92ec19d809eeea" "unclassified.Lepidoptera_cluster30" "8GNTKHYS013-Alignment-Descriptions(10).csv"
"124" "561f40ffae075edfb7fb1d6ec89f45f3" "unclassified.Lepidoptera_cluster31" "8GP03A6U016-Alignment-Descriptions(1).csv"
"125" "8958fd6ac3c615cb6e28fb8d39ecb0d6" "unclassified.Lepidoptera_cluster32" "8GP03A6U016-Alignment-Descriptions(2).csv"
"126" "ce28da51723aee4b4bc286c6510828e5" "unclassified.Lepidoptera_cluster33" "8GP03A6U016-Alignment-Descriptions(3).csv"
"127" "a206fbdbe7347e0d9c6c53934aa34bbc" "unclassified.Lepidoptera_cluster34" "8GP03A6U016-Alignment-Descriptions(4).csv"
"128" "1e2b88357845bf9df8deae50bf7c9ef3" "unclassified.Lepidoptera_cluster35" "8GP03A6U016-Alignment-Descriptions(5).csv"
"129" "2fa190288a9ba087804dd0b6e72d907f" "unclassified.Lepidoptera_cluster36" "8GP03A6U016-Alignment-Descriptions(6).csv"
"130" "1c09be2d5263ae1a45acdd0ef9b7adb4" "unclassified.Lepidoptera_cluster37" "8GP03A6U016-Alignment-Descriptions(7).csv"
"131" "f12065694ed3c2a2cf1576526fc63d85" "unclassified.Lepidoptera_cluster38" "8GP03A6U016-Alignment-Descriptions(8).csv"
"132" "61d04e10d84816604333b986c411cbc0" "unclassified.Lepidoptera_cluster39" "8GP03A6U016-Alignment-Descriptions(9).csv"
"133" "a4b5bac2d55457b38c21a09fb57b3219" "unclassified.Lepidoptera_cluster40" "8GP03A6U016-Alignment-Descriptions(10).csv"
"134" "00a537c1f48c15a5454e7e2a4cc2a6fd" "unclassified.Lepidoptera_cluster41" "8GP51B9F016-Alignment-Descriptions(1).csv"
"135" "55395f834e03ff8e5efba6f1af21bdef" "unclassified.Lepidoptera_cluster42" "8GP51B9F016-Alignment-Descriptions(2).csv"
"136" "be3ab57683e2a81c894a65ce41680ec0" "unclassified.Lepidoptera_cluster43" "8GP51B9F016-Alignment-Descriptions(3).csv"
"137" "e9ee4721a47964f5d91284a510997d24" "unclassified.Lepidoptera_cluster44" "8GP51B9F016-Alignment-Descriptions(4).csv"
"138" "85b10a7ff21930f9e14a42624ffcbe33" "unclassified.Lepidoptera_cluster45" "8GP51B9F016-Alignment-Descriptions(5).csv"
"139" "7218b965c6b8feaeca993a9388d88320" "unclassified.Lepidoptera_cluster46" "8GP51B9F016-Alignment-Descriptions(6).csv"
"140" "903155c667128ef9f737f3942cca4491" "unclassified.Lepidoptera_cluster47" "8GP51B9F016-Alignment-Descriptions(7).csv"
"141" "94f4df0318e96046cef3ccc76df0cdfa" "unclassified.Lepidoptera_cluster48" "8GP51B9F016-Alignment-Descriptions(8).csv"
"142" "7ccaac312b94399c36a40c736898d50a" "unclassified.Lepidoptera_cluster49" "8GP51B9F016-Alignment-Descriptions(9).csv"
"143" "89c3298f20bd40bec543f3d539922c01" "unclassified.Lepidoptera_cluster50" "8GP51B9F016-Alignment-Descriptions(10).csv"
"144" "27e0186dbb435c39e5265dc35d45fbca" "unclassified.Lepidoptera_cluster51" "8GPBDEPP013-Alignment-Descriptions(1).csv"
"145" "6516b1febacbfc7ff42aff21c3a4e630" "unclassified.Lepidoptera_cluster52" "8GPBDEPP013-Alignment-Descriptions(2).csv"
"146" "a6f8fede2f1bd1a7035d66aab5472c10" "unclassified.Lepidoptera_cluster53" "8GPBDEPP013-Alignment-Descriptions(3).csv"
"147" "1f1298b507e6a12adf95d91003d2f4d2" "unclassified.Lepidoptera_cluster54" "8GPBDEPP013-Alignment-Descriptions(4).csv"
"148" "305de3bd40c1c3e5955f45763e73f5c1" "unclassified.Lepidoptera_cluster55" "8GPBDEPP013-Alignment-Descriptions(5).csv"
"149" "abbfa4a81b0d645523cceeda1ccb0690" "unclassified.Lepidoptera_cluster56" "8GPBDEPP013-Alignment-Descriptions(6).csv"
"150" "7d2c9a5eacb4f357df0d540ef9426115" "unclassified.Lepidoptera_cluster57" "8GPBDEPP013-Alignment-Descriptions(7).csv"
"151" "875a7f8bf5bebaf01b39cf3042022b8c" "unclassified.Lepidoptera_cluster58" "8GPBDEPP013-Alignment-Descriptions(8).csv"
"152" "89a7a51d7e92e673db45f22a0999cf89" "unclassified.Lepidoptera_cluster59" "8GPBDEPP013-Alignment-Descriptions(9).csv"
