Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Xestia cnigrum voucher BIOUG<CAN>:05-NBSTA-439 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU095420.1?report=genbank&log$=nucltop&blast_rank=29&RID=8E8XF8GY016"",""GU095420.1"")"
"Xestia cnigrum voucher BIOUG<CAN>:2005-ONT-198 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU092168.1?report=genbank&log$=nucltop&blast_rank=30&RID=8E8XF8GY016"",""GU092168.1"")"
"Xestia c-nigrum cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,592,592,99%,3e-164,92.31,655,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281223.1?report=genbank&log$=nucltop&blast_rank=31&RID=8E8XF8GY016"",""KX281223.1"")"
"Xestia cnigrum voucher UKLB35D11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,590,590,100%,1e-163,92.11,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043010.1?report=genbank&log$=nucltop&blast_rank=32&RID=8E8XF8GY016"",""KX043010.1"")"
"Xestia cnigrum voucher PPBP-2362 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,590,590,99%,1e-163,92.29,655,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ386121.1?report=genbank&log$=nucltop&blast_rank=33&RID=8E8XF8GY016"",""KJ386121.1"")"
"Xestia cnigrum voucher BIOUG<CAN>:09BBELE-0849 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,590,590,100%,1e-163,92.11,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM436095.1?report=genbank&log$=nucltop&blast_rank=34&RID=8E8XF8GY016"",""HM436095.1"")"
"Xestia c-nigrum isolate SS110702.195 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,618,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF051853.1?report=genbank&log$=nucltop&blast_rank=35&RID=8E8XF8GY016"",""MF051853.1"")"
"Xestia c-nigrum isolate DLS110722.367 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF050251.1?report=genbank&log$=nucltop&blast_rank=36&RID=8E8XF8GY016"",""MF050251.1"")"
"Xestia c-nigrum isolate DLS110709.054 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF049686.1?report=genbank&log$=nucltop&blast_rank=37&RID=8E8XF8GY016"",""MF049686.1"")"
"Xestia c-nigrum cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF432556.1?report=genbank&log$=nucltop&blast_rank=38&RID=8E8XF8GY016"",""MF432556.1"")"
"Xestia cnigrum voucher NHMO-07061 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049233.1?report=genbank&log$=nucltop&blast_rank=39&RID=8E8XF8GY016"",""KX049233.1"")"
"Xestia cnigrum voucher UKLB9D03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043785.1?report=genbank&log$=nucltop&blast_rank=40&RID=8E8XF8GY016"",""KX043785.1"")"
"Xestia sp. C AZ-2016 isolate LBGM110828.228 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia sp. C AZ-2016,584,584,100%,4e-162,91.87,605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR183572.1?report=genbank&log$=nucltop&blast_rank=41&RID=8E8XF8GY016"",""KR183572.1"")"
"Xestia cnigrum isolate SS110702050 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ183513.1?report=genbank&log$=nucltop&blast_rank=42&RID=8E8XF8GY016"",""KJ183513.1"")"
"Xestia c-nigrum mitochondrion, complete genome",Xestia c-nigrum,584,584,100%,4e-162,91.87,15348,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_065462.1?report=genbank&log$=nucltop&blast_rank=43&RID=8E8XF8GY016"",""NC_065462.1"")"
"Xestia cnigrum strain XcA-pe cytochrome oxidase subunit I gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ940217.1?report=genbank&log$=nucltop&blast_rank=44&RID=8E8XF8GY016"",""KJ940217.1"")"
"Xestia c-nigrum voucher MM25264 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ610918.1?report=genbank&log$=nucltop&blast_rank=45&RID=8E8XF8GY016"",""MZ610918.1"")"
"Xestia c-nigrum genome assembly, organelle: mitochondrion",Xestia c-nigrum,584,584,100%,4e-162,91.87,15349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU745274.1?report=genbank&log$=nucltop&blast_rank=46&RID=8E8XF8GY016"",""OU745274.1"")"
"Xestia c-nigrum genome assembly, chromosome: 26",Xestia c-nigrum,584,672,100%,4e-162,91.87,18159168,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU745269.1?report=genbank&log$=nucltop&blast_rank=47&RID=8E8XF8GY016"",""OU745269.1"")"
"Xestia c-nigrum genome assembly, chromosome: 14",Xestia c-nigrum,584,1349,100%,4e-162,91.87,25695219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU745257.1?report=genbank&log$=nucltop&blast_rank=48&RID=8E8XF8GY016"",""OU745257.1"")"
"Xestia c-nigrum genome assembly, chromosome: 4",Xestia c-nigrum,584,584,100%,4e-162,91.87,28476527,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU745247.1?report=genbank&log$=nucltop&blast_rank=49&RID=8E8XF8GY016"",""OU745247.1"")"
"Xestia cnigrum isolate LS0909021T cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX392566.1?report=genbank&log$=nucltop&blast_rank=50&RID=8E8XF8GY016"",""JX392566.1"")"
"Xestia cnigrum isolate ML0829112T cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX392564.1?report=genbank&log$=nucltop&blast_rank=51&RID=8E8XF8GY016"",""JX392564.1"")"
"Xestia cnigrum isolate ML0829096M cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX392446.1?report=genbank&log$=nucltop&blast_rank=52&RID=8E8XF8GY016"",""JX392446.1"")"
"Xestia cnigrum isolate ML0829095M cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX392445.1?report=genbank&log$=nucltop&blast_rank=53&RID=8E8XF8GY016"",""JX392445.1"")"
"Xestia agalma isolate SN0906035M cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia agalma,584,584,100%,4e-162,91.87,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX392444.1?report=genbank&log$=nucltop&blast_rank=54&RID=8E8XF8GY016"",""JX392444.1"")"
"Xestia kollari isolate JG100802601 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia kollari,584,584,100%,4e-162,91.87,628,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX509759.1?report=genbank&log$=nucltop&blast_rank=55&RID=8E8XF8GY016"",""JX509759.1"")"
"Agrotis emboloma voucher CCDB-15842-C04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agrotis emboloma,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF387732.1?report=genbank&log$=nucltop&blast_rank=56&RID=8E8XF8GY016"",""KF387732.1"")"
"Xestia mejiasi voucher BC ZSM Lep 48511 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia mejiasi,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN284058.1?report=genbank&log$=nucltop&blast_rank=57&RID=8E8XF8GY016"",""JN284058.1"")"
"Agrotis emboloma voucher 10ANIC-08148 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agrotis emboloma,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ951118.1?report=genbank&log$=nucltop&blast_rank=58&RID=8E8XF8GY016"",""HQ951118.1"")"
"Xestia c-nigrum voucher BC ZSM Lep 22009 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU686966.1?report=genbank&log$=nucltop&blast_rank=59&RID=8E8XF8GY016"",""GU686966.1"")"
"Protolampra brunneicollis voucher 10-JDWBC-7392 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Protolampra brunneicollis,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM869590.1?report=genbank&log$=nucltop&blast_rank=60&RID=8E8XF8GY016"",""HM869590.1"")"
"Xestia cnigrum isolate ML0829098T cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,580,580,100%,6e-161,91.63,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX392594.1?report=genbank&log$=nucltop&blast_rank=61&RID=8E8XF8GY016"",""JX392594.1"")"
"Xestia c-nigrum isolate DLS110709.073 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,579,579,100%,2e-160,91.63,672,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF049703.1?report=genbank&log$=nucltop&blast_rank=62&RID=8E8XF8GY016"",""MF049703.1"")"
"Protolampra brunneicollis voucher 10MA-0031 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Protolampra brunneicollis,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921378.1?report=genbank&log$=nucltop&blast_rank=63&RID=8E8XF8GY016"",""MF921378.1"")"
"Euxoa terrealis voucher CCDB-20285-H08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa terrealis,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921076.1?report=genbank&log$=nucltop&blast_rank=64&RID=8E8XF8GY016"",""MF921076.1"")"
"Euxoa antica voucher CCDB-20285-C03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa antica,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF920716.1?report=genbank&log$=nucltop&blast_rank=65&RID=8E8XF8GY016"",""MF920716.1"")"
"Xestia c-nigrum voucher NIBGE MOT-02275 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX860882.1?report=genbank&log$=nucltop&blast_rank=66&RID=8E8XF8GY016"",""KX860882.1"")"
"Xestia c-nigrum voucher NIBGE MOT-02240 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX860399.1?report=genbank&log$=nucltop&blast_rank=67&RID=8E8XF8GY016"",""KX860399.1"")"
"Xestia cnigrum voucher RMNH.INS.540705 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX050118.1?report=genbank&log$=nucltop&blast_rank=68&RID=8E8XF8GY016"",""KX050118.1"")"
"Xestia maculata voucher UASM78864 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia maculata,579,579,100%,2e-160,91.63,537,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ391637.1?report=genbank&log$=nucltop&blast_rank=69&RID=8E8XF8GY016"",""KJ391637.1"")"
"Xestia maculata voucher UASM78865 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia maculata,579,579,100%,2e-160,91.63,644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ388821.1?report=genbank&log$=nucltop&blast_rank=70&RID=8E8XF8GY016"",""KJ388821.1"")"
"Xestia cnigrum isolate ML0829103T cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,579,579,100%,2e-160,91.63,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX392567.1?report=genbank&log$=nucltop&blast_rank=71&RID=8E8XF8GY016"",""JX392567.1"")"
"Agrotis emboloma voucher 10ANIC-08150 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agrotis emboloma,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ951120.1?report=genbank&log$=nucltop&blast_rank=72&RID=8E8XF8GY016"",""HQ951120.1"")"
"Agrotis emboloma voucher 10ANIC-08147 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agrotis emboloma,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ951117.1?report=genbank&log$=nucltop&blast_rank=73&RID=8E8XF8GY016"",""HQ951117.1"")"
"Agrotis emboloma voucher 10ANIC-08146 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agrotis emboloma,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ951116.1?report=genbank&log$=nucltop&blast_rank=74&RID=8E8XF8GY016"",""HQ951116.1"")"
"Agrotis munda voucher 10ANIC-08140 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agrotis munda,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ951110.1?report=genbank&log$=nucltop&blast_rank=75&RID=8E8XF8GY016"",""HQ951110.1"")"
"Xestia maculata voucher UASM78759 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia maculata,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ970882.1?report=genbank&log$=nucltop&blast_rank=76&RID=8E8XF8GY016"",""HQ970882.1"")"
"Protolampra brunneicollis voucher BIOUG<CAN>:04HBL007350 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Protolampra brunneicollis,579,579,100%,2e-160,91.63,604,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU439112.1?report=genbank&log$=nucltop&blast_rank=77&RID=8E8XF8GY016"",""GU439112.1"")"
"Xestia cnigrum isolate ML0829097T cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia c-nigrum,575,575,100%,3e-159,91.39,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX392596.1?report=genbank&log$=nucltop&blast_rank=78&RID=8E8XF8GY016"",""JX392596.1"")"
"Xestia dolosa voucher 06-NCNW-0035 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xestia dolosa,573,573,100%,1e-158,91.39,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921343.1?report=genbank&log$=nucltop&blast_rank=79&RID=8E8XF8GY016"",""MF921343.1"")"
"Euxoa terrealis voucher CCDB-20285-H07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa terrealis,573,573,100%,1e-158,91.39,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF920997.1?report=genbank&log$=nucltop&blast_rank=80&RID=8E8XF8GY016"",""MF920997.1"")"
"Xestia dolosa voucher H7107 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Xestia dolosa,573,573,100%,1e-158,91.39,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY020359.1?report=genbank&log$=nucltop&blast_rank=81&RID=8E8XF8GY016"",""KY020359.1"")"
