Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Elachypteryx erebenna voucher 10ANIC-09112 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachypteryx erebenna,556,556,100%,1e-153,90.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ951804.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GJEE4XV016"",""HQ951804.1"")"
"Psaliodes sp. BOLD:AAF8950 voucher ID 17615 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Psaliodes sp. BOLD:AAF8950,556,556,100%,1e-153,90.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM425133.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GJEE4XV016"",""HM425133.1"")"
"Polix coloradella voucher HLC-23742 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Polix coloradella,555,555,99%,4e-153,90.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT140460.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GJEE4XV016"",""KT140460.1"")"
"Herrichia excelsella voucher TLMF Lep 09403 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Herrichia excelsella,555,555,99%,4e-153,90.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP253227.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GJEE4XV016"",""KP253227.1"")"
"Xylorycta orectis voucher 11ANIC-10441 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xylorycta orectis,555,555,99%,4e-153,90.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF399669.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GJEE4XV016"",""KF399669.1"")"
"Xylorycta orectis voucher 11ANIC-10421 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xylorycta orectis,555,555,99%,4e-153,90.67,604,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF397372.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GJEE4XV016"",""KF397372.1"")"
"Polix coloradella voucher UBC-2007-0719 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Polix coloradella,555,555,99%,4e-153,90.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412900.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GJEE4XV016"",""FJ412900.1"")"
"Saturnia anona isolate act20 cytochrome oxidase subunit 1 gene, partial cds; mitochondrial",Agapema anona,551,551,100%,5e-152,90.45,1463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN508166.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GJEE4XV016"",""MN508166.1"")"
"Colobura dirce voucher MACN-Bar-Lep-ct 02207 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF546545.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GJEE4XV016"",""MF546545.1"")"
"Colobura dirce voucher MACN-Bar-Lep-ct 02121 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF545863.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GJEE4XV016"",""MF545863.1"")"
"Colobura dirce voucher MACN-Bar-Lep-ct 02307 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF545400.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GJEE4XV016"",""MF545400.1"")"
"Denisia luticiliella voucher MM23382 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Denisia luticiliella,551,551,100%,5e-152,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ609063.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GJEE4XV016"",""MZ609063.1"")"
"Capusa graodes voucher 11ANIC-01373 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capusa graodes,551,551,100%,5e-152,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF392088.1?report=genbank&log$=nucltop&blast_rank=23&RID=8GJEE4XV016"",""KF392088.1"")"
"Chaetolopha oxyntis voucher 11ANIC-07730 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chaetolopha oxyntis,551,551,100%,5e-152,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF391407.1?report=genbank&log$=nucltop&blast_rank=24&RID=8GJEE4XV016"",""KF391407.1"")"
"Agapema anona isolate jbt39 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Agapema anona,551,551,100%,5e-152,90.45,1448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ462134.1?report=genbank&log$=nucltop&blast_rank=25&RID=8GJEE4XV016"",""MZ462134.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,659,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ536900.1?report=genbank&log$=nucltop&blast_rank=26&RID=8GJEE4XV016"",""JQ536900.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,659,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ536899.1?report=genbank&log$=nucltop&blast_rank=27&RID=8GJEE4XV016"",""JQ536899.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,659,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ536897.1?report=genbank&log$=nucltop&blast_rank=28&RID=8GJEE4XV016"",""JQ536897.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ535633.1?report=genbank&log$=nucltop&blast_rank=29&RID=8GJEE4XV016"",""JQ535633.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,643,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ535631.1?report=genbank&log$=nucltop&blast_rank=30&RID=8GJEE4XV016"",""JQ535631.1"")"
"Denisia luticiliella voucher MM18873 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Denisia luticiliella,551,551,100%,5e-152,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF854670.1?report=genbank&log$=nucltop&blast_rank=31&RID=8GJEE4XV016"",""JF854670.1"")"
"Syneora cheleuta voucher 11ANIC-03364 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Syneora cheleuta,551,551,100%,5e-152,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN267356.1?report=genbank&log$=nucltop&blast_rank=32&RID=8GJEE4XV016"",""JN267356.1"")"
"Lepidoptera sp. BOLD:AAC1592 voucher BIOUG<CAN>:HLC-27382 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAC1592,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU691550.1?report=genbank&log$=nucltop&blast_rank=33&RID=8GJEE4XV016"",""GU691550.1"")"
"Lepidoptera sp. BOLD:AAC1592 voucher BIOUG<CAN>:HLC-27386 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAC1592,551,551,100%,5e-152,90.45,627,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU691545.1?report=genbank&log$=nucltop&blast_rank=34&RID=8GJEE4XV016"",""GU691545.1"")"
"Lepidoptera sp. BOLD:AAA0901 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA0901,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU697467.1?report=genbank&log$=nucltop&blast_rank=35&RID=8GJEE4XV016"",""GU697467.1"")"
"Lepidoptera sp. BOLD:AAA0901 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA0901,551,551,100%,5e-152,90.45,612,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU698264.1?report=genbank&log$=nucltop&blast_rank=36&RID=8GJEE4XV016"",""GU698264.1"")"
"Lepidoptera sp. BOLD:AAA0901 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA0901,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU696249.1?report=genbank&log$=nucltop&blast_rank=37&RID=8GJEE4XV016"",""GU696249.1"")"
"Colobura dirce voucher MAL-02593 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU659726.1?report=genbank&log$=nucltop&blast_rank=38&RID=8GJEE4XV016"",""GU659726.1"")"
"Psaliodes sp. Janzen02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Psaliodes sp. Janzen02,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU154694.1?report=genbank&log$=nucltop&blast_rank=39&RID=8GJEE4XV016"",""GU154694.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU157087.1?report=genbank&log$=nucltop&blast_rank=40&RID=8GJEE4XV016"",""GU157087.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU157084.1?report=genbank&log$=nucltop&blast_rank=41&RID=8GJEE4XV016"",""GU157084.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU157082.1?report=genbank&log$=nucltop&blast_rank=42&RID=8GJEE4XV016"",""GU157082.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU157081.1?report=genbank&log$=nucltop&blast_rank=43&RID=8GJEE4XV016"",""GU157081.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,551,551,100%,5e-152,90.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU157079.1?report=genbank&log$=nucltop&blast_rank=44&RID=8GJEE4XV016"",""GU157079.1"")"
"Polix coloradella voucher 10BBCLP-2640 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Polix coloradella,549,549,99%,2e-151,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM548657.1?report=genbank&log$=nucltop&blast_rank=45&RID=8GJEE4XV016"",""KM548657.1"")"
"Polix coloradella voucher 10BBCLP-2608 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Polix coloradella,549,549,99%,2e-151,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM547417.1?report=genbank&log$=nucltop&blast_rank=46&RID=8GJEE4XV016"",""KM547417.1"")"
"Herrichia excelsella voucher BC ZSM Lep 27253 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Herrichia excelsella,549,549,99%,2e-151,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM422186.1?report=genbank&log$=nucltop&blast_rank=47&RID=8GJEE4XV016"",""HM422186.1"")"
"Libytheana terena voucher NW152-15 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Libytheana terena,549,549,99%,2e-151,90.41,1487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU141364.1?report=genbank&log$=nucltop&blast_rank=48&RID=8GJEE4XV016"",""EU141364.1"")"
"Istrianis femoralis voucher TLMF Lep 24256 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Istrianis femoralis,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN805102.1?report=genbank&log$=nucltop&blast_rank=49&RID=8GJEE4XV016"",""MN805102.1"")"
"Colobura dirce voucher MACN-Bar-Lep-ct 02213 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF546883.1?report=genbank&log$=nucltop&blast_rank=50&RID=8GJEE4XV016"",""MF546883.1"")"
"Colobura dirce voucher YB-BCI65868 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP848807.1?report=genbank&log$=nucltop&blast_rank=51&RID=8GJEE4XV016"",""KP848807.1"")"
"Colobura dirce voucher YB-BCI56001 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP848805.1?report=genbank&log$=nucltop&blast_rank=52&RID=8GJEE4XV016"",""KP848805.1"")"
"Colobura dirce voucher YB-BCI49717 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP848804.1?report=genbank&log$=nucltop&blast_rank=53&RID=8GJEE4XV016"",""KP848804.1"")"
"Gymnoscelis lophopus voucher 11ANIC-07327 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Gymnoscelis lophopus,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF395045.1?report=genbank&log$=nucltop&blast_rank=54&RID=8GJEE4XV016"",""KF395045.1"")"
"Lichenaula undulatella voucher CCDB-15750-H07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lichenaula undulatella,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF402995.1?report=genbank&log$=nucltop&blast_rank=55&RID=8GJEE4XV016"",""KF402995.1"")"
"Lichenaula undulatella voucher 11ANIC-09746 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lichenaula undulatella,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF401089.1?report=genbank&log$=nucltop&blast_rank=56&RID=8GJEE4XV016"",""KF401089.1"")"
"Oospila sp. BOLD:AAW5404 voucher ID 22754 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Oospila sp. BOLD:AAW5404,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX150607.1?report=genbank&log$=nucltop&blast_rank=57&RID=8GJEE4XV016"",""JX150607.1"")"
"Chaetolopha oxyntis voucher 11ANIC-07729 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chaetolopha oxyntis,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN273973.1?report=genbank&log$=nucltop&blast_rank=58&RID=8GJEE4XV016"",""JN273973.1"")"
"Chaetolopha oxyntis voucher 11ANIC-07728 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chaetolopha oxyntis,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN273972.1?report=genbank&log$=nucltop&blast_rank=59&RID=8GJEE4XV016"",""JN273972.1"")"
"Anomocentris crystallota voucher 11ANIC-07229 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Anomocentris crystallota,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN273896.1?report=genbank&log$=nucltop&blast_rank=60&RID=8GJEE4XV016"",""JN273896.1"")"
"Geometridae sp. INCTA451-10 voucher BIOUG<CAN>:BC-INCT0451 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Geometridae sp. INCTA451-10,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ568141.1?report=genbank&log$=nucltop&blast_rank=61&RID=8GJEE4XV016"",""HQ568141.1"")"
"Stenoma sp. Janzen20 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stenoma sp. Janzen20,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM886931.1?report=genbank&log$=nucltop&blast_rank=62&RID=8GJEE4XV016"",""HM886931.1"")"
"Lepidoptera sp. BOLD:AAA0901 voucher 09-SRNP-111179 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA0901,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM410653.1?report=genbank&log$=nucltop&blast_rank=63&RID=8GJEE4XV016"",""HM410653.1"")"
"Lepidoptera sp. BOLD:AAA0901 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA0901,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU696900.1?report=genbank&log$=nucltop&blast_rank=64&RID=8GJEE4XV016"",""GU696900.1"")"
"Lepidoptera sp. BOLD:AAA0901 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA0901,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM409217.1?report=genbank&log$=nucltop&blast_rank=65&RID=8GJEE4XV016"",""HM409217.1"")"
"Lepidoptera sp. BOLD:AAA0901 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA0901,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM401676.1?report=genbank&log$=nucltop&blast_rank=66&RID=8GJEE4XV016"",""HM401676.1"")"
"Lepidoptera sp. BOLD:AAA0901 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA0901,545,545,100%,2e-150,90.21,572,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU698259.1?report=genbank&log$=nucltop&blast_rank=67&RID=8GJEE4XV016"",""GU698259.1"")"
"Colobura dirce voucher MAL-02597 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU659722.1?report=genbank&log$=nucltop&blast_rank=68&RID=8GJEE4XV016"",""GU659722.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU157086.1?report=genbank&log$=nucltop&blast_rank=69&RID=8GJEE4XV016"",""GU157086.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU157085.1?report=genbank&log$=nucltop&blast_rank=70&RID=8GJEE4XV016"",""GU157085.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU157083.1?report=genbank&log$=nucltop&blast_rank=71&RID=8GJEE4XV016"",""GU157083.1"")"
"Colobura dirce cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Colobura dirce,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU157080.1?report=genbank&log$=nucltop&blast_rank=72&RID=8GJEE4XV016"",""GU157080.1"")"
"Episcada sulphurea n. ssp. 2 ME-2007 isolate 2-1456 cytochrome oxidase subunit I (CoI) gene, partial cds; mitochondrial",Episcada sulphurea n. ssp. 2 ME-2007,545,545,100%,2e-150,90.19,653,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU068781.1?report=genbank&log$=nucltop&blast_rank=73&RID=8GJEE4XV016"",""EU068781.1"")"
"Polix coloradella voucher HLC-23697 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Polix coloradella,544,544,99%,8e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT138648.1?report=genbank&log$=nucltop&blast_rank=74&RID=8GJEE4XV016"",""KT138648.1"")"
"Polix coloradella cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Polix coloradella,544,544,99%,8e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF809189.1?report=genbank&log$=nucltop&blast_rank=75&RID=8GJEE4XV016"",""KF809189.1"")"
"Xylorycta orectis voucher CCDB-15750-E11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xylorycta orectis,544,544,99%,8e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF405702.1?report=genbank&log$=nucltop&blast_rank=76&RID=8GJEE4XV016"",""KF405702.1"")"
"Xylorycta orectis voucher CCDB-15722-G05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xylorycta orectis,544,544,99%,8e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF403088.1?report=genbank&log$=nucltop&blast_rank=77&RID=8GJEE4XV016"",""KF403088.1"")"
"Xylorycta orectis voucher 11ANIC-10422 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xylorycta orectis,544,544,99%,8e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF401154.1?report=genbank&log$=nucltop&blast_rank=78&RID=8GJEE4XV016"",""KF401154.1"")"
"Libytheana motya voucher NW156_19 cytochrome oxidase c subunit I (COI) gene, partial cds; mitochondrial",Libytheana motya,544,544,99%,8e-150,90.19,1475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW318488.1?report=genbank&log$=nucltop&blast_rank=79&RID=8GJEE4XV016"",""MW318488.1"")"
